사업장명,소재지전체주소,도로명전체주소,도로명우편번호,자연환경,숙소환경,테마,지역코드,좌표정보(x),좌표정보(y),COL1,COL2,COL3
죠스캠핑장,경기도 동두천시 탑동동 405-1 외 1필지(405-2),경기도 동두천시 삼육사로 1422-36 (탑동동),11322,호수,카라반,반려동물,3,209201.9913,487560.4535,,,
캠핑in곡성,전라남도 곡성군 고달면 고달리 산 8번지,전라남도 곡성군 고달면 고산로 406,57546,강,글램핑,연인,11,234066.8745,199646.5696,,,
토리아이글램핑,강원도 홍천군 서면 모곡리 306-3번지,강원도 홍천군 서면 설밀길 190-20,25100,바다,이지캠핑,키즈,4,252090.5743,464443.9083,,,
가평뚜뚜글램핑,경기도 가평군 가평읍 두밀리 56-3,경기도 가평군 가평읍 태봉두밀로406번길 14-27,12425,호수,카라반,반려동물,3,240226.898,479651.4066,,,
수리덤 숲속야영장,경상북도 청도군 운문면 신원리 268번지,경상북도 청도군 운문면 신원3길 138,38368,산,캠핑,가족,16,381972.8639,244158.008,,,
마의태자캠핑장,강원도 인제군 상남면 상남리 564번지 마의태자 캠핑장,"강원도 인제군 상남면 엄달골길 165, 마의태자 캠핑장",24664,강,글램핑,연인,4,309194.1846,485662.3964,,,
봉스글램핑,경상남도 거창군 마리면 율리 345 율리주민공동체련장,경상남도 거창군 마리면 풍계1길 27-71,50105,호수,카라반,반려동물,17,277424.6245,248729.8391,,,
인스타글램,강원도 춘천시 사북면 지암리 428-1,강원도 춘천시 사북면 화악지암길 420-11,24200,강,글램핑,연인,4,253216.0753,497560.8258,,,
더 포레스트,경기도 양평군 지평면 일신리 1275-5,경기도 양평군 지평면 일신리길 134-23,12542,바다,이지캠핑,키즈,3,260965.1099,437785.0881,,,
포시즌캠핑장,경기도 가평군 북면 화악리 834-7,경기도 가평군 북면 화악산로 1039-16,12402,호수,카라반,반려동물,3,247072.6808,493833.5176,,,
양양포레스트캠핑장,강원도 양양군 현북면 상광정리 671-5,강원도 양양군 현북면 검소길 117,25046,산,캠핑,가족,4,348513.3153,501901.0949,,,
포항국민여가캠핑장,경상북도 포항시 남구 연일읍 중명리 570,경상북도 포항시 남구 연일읍 중명길 175,37856,강,글램핑,연인,16,408633.4436,278100.1785,,,
클라인캠프빌리지,경기도 양평군 개군면 자연리 1-5,경기도 양평군 개군면 추읍로 268-37,12570,바다,이지캠핑,키즈,3,250230.9758,436327.0421,,,
숲속야영장 횡성대피소,강원도 횡성군 우천면 하궁리 893-1,"강원도 횡성군 우천면 경강로 3770-52, 숲속야영장 횡성대피소",25245,호수,카라반,반려동물,4,300830.8185,444446.8218,,,
꽃댕이오토캠핑장,충청북도 제천시 백운면 화당리 1-3,충청북도 제천시 백운면 화당로2길 176,27100,산,캠핑,가족,8,288027.9691,409723.455,,,
토함산관광농원(캠프5),경상북도 경주시 하동 461-1,경상북도 경주시 보정로 264-97 (하동),38126,강,글램핑,연인,16,407710.8506,258175.4731,,,
모란골관광농원,강원도 인제군 북면 한계리 872,강원도 인제군 북면 모란골길 131,24607,바다,이지캠핑,키즈,4,311110.0769,516259.9151,,,
준삼형제글램핑,경기도 연천군 왕징면 무등리 8-13,경기도 연천군 왕징면 왕산로40번길 21,11044,호수,카라반,반려동물,3,201114.4503,506130.7252,,,
캠프게이트,경기도 가평군 청평면 고성리 578-19,경기도 가평군 청평면 호반로 1025-26,12456,산,캠핑,가족,3,243005.1925,467976.8116,,,
마린힐캠핑장,충청북도 제천시 수산면 상천리 558-1,충청북도 제천시 수산면 옥순봉로 503-1,27218,강,글램핑,연인,8,308911.184,384294.8921,,,
나정고운모래해변 오토캠핑장,경상북도 경주시 감포읍 나정리 633-6,경상북도 경주시 감포읍 동해안로 1976,38123,바다,이지캠핑,키즈,16,425142.4047,256515.7562,,,
더빌리지캠핑장,충청남도 태안군 근흥면 마금리 53-22,충청남도 태안군 근흥면 마금로 184,32128,호수,카라반,반려동물,7,130984.676,361129.912,,,
한천관광농원야영장,전라남도 화순군 한천면 오음리 산 31-6,전라남도 화순군 한천면 죽헌로 376-34,58147,강,글램핑,연인,11,200837.3661,163930.8033,,,
달사랑 캠핑장,"경기도 포천시 신북면 기지리 283 외 285-1, 285-3",경기도 포천시 신북면 아트밸리로 196,11139,바다,이지캠핑,키즈,3,220553.1243,491226.4472,,,
어은돌힐링야영장,충청남도 태안군 소원면 모항리 802-14,충청남도 태안군 소원면 연들길 84,32123,호수,카라반,반려동물,7,122431.579,361689.9465,,,
어은돌오토캠핑장,충청남도 태안군 소원면 파도리 543-541,충청남도 태안군 소원면 모항파도로 398-70,32124,산,캠핑,가족,7,122649.8389,361383.0065,,,
위드독스in포천,경기도 포천시 관인면 사정리 103,경기도 포천시 관인면 뗏마루길 128-26,11101,강,글램핑,연인,3,222044.4524,513140.8509,,,
해그라미,전라남도 고흥군 금산면 신평리 1001-1,전라남도 고흥군 금산면 평산길 98,59565,바다,이지캠핑,키즈,11,216184.7102,110325.5758,,,
숲에 안기다,경상북도 고령군 덕곡면 옥계리 227-2,경상북도 고령군 덕곡면 야로덕곡로 483-68,40129,호수,카라반,반려동물,16,306362.7637,252919.7388,,,
폰타나리조트,충청남도 서산시 팔봉면 진장리 806-5 폰타나리조트,"충청남도 서산시 팔봉면 팔봉2로 29, 폰타나리조트",31925,산,캠핑,가족,7,142441.7231,363969.8927,,,
주원캠핑장,경기도 용인시 처인구 원삼면 목신리 698,경기도 용인시 처인구 원삼면 보개원삼로1415번길 11-14,17170,강,글램핑,연인,3,227252.8543,402136.8505,,,
청계호수 자작나무숲 캠핑장,"경기도 포천시 일동면 기산리 23-3 23-4, 23-22",경기도 포천시 일동면 운악청계로1480번길 22,11119,바다,이지캠핑,키즈,3,229792.4001,492914.7188,,,
오롯하다 키즈글램핑 가평,경기도 가평군 북면 제령리 596-2,경기도 가평군 북면 가화로 1364-55,12405,강,글램핑,연인,3,245127.5585,488943.1396,,,
글램조이(GLAMJOI),인천광역시 강화군 양도면 건평리 463-12,인천광역시 강화군 양도면 해안서로 689,23056,호수,카라반,반려동물,2,146076.7321,465364.7678,,,
부싯돌 캠핑,충청남도 천안시 동남구 북면 양곡리 262-1,충청남도 천안시 동남구 북면 양곡1길 233-40,31237,산,캠핑,가족,7,225386.701,372362.6064,,,
어은돌송림캥핑장,충청남도 태안군 소원면 파도리 543-572,충청남도 태안군 소원면 모항파도로 398-42,32124,바다,이지캠핑,키즈,7,122707.707,361152.5931,,,
썬오브글램핑,경기도 포천시 이동면 도평리 538-7,경기도 포천시 이동면 금강로6263번길 14-2,11110,호수,카라반,반려동물,3,234136.7913,509534.9176,,,
양평온누리캠핑장,경기도 양평군 서종면 노문리 439,경기도 양평군 서종면 갈문길 29-1,12500,강,글램핑,연인,3,238183.6372,460621.2182,,,
여수경도펜션카라반,전라남도 여수시 경호동 234-1 내경도교회,"전라남도 여수시 대경도5길 25-8, 내경도교회 (경호동)",59766,바다,이지캠핑,키즈,11,266034.0007,134691.6442,,,
아린 글램핑,경기도 가평군 설악면 회곡리 361-1,경기도 가평군 설악면 유명로 2150-14,12459,호수,카라반,반려동물,3,240468.7155,466361.4629,,,
휘명빌리지,경상북도 영천시 신녕면 연정리 1030,경상북도 영천시 신녕면 신화로 120,38803,강,글램핑,연인,16,362206.8649,284336.2921,,,
사계오토캠핑장,경상북도 포항시 남구 구룡포읍 석병리 794-15,경상북도 포항시 남구 구룡포읍 일출로 203-20,37930,바다,이지캠핑,키즈,16,432125.08,282147.1512,,,
Forest Healing Camp,충청북도 단양군 가곡면 대대리 494,충청북도 단양군 가곡면 새밭로 240-1,27023,강,글램핑,연인,8,325001.271,390550.5337,,,
해가빛 캠핑장,충청남도 서천군 서면 신합리 530-233,충청남도 서천군 서면 갯벌체험로 56-14,33602,바다,이지캠핑,키즈,7,159304.0439,294105.0548,,,
G-Men 카라반파크,경기도 안양시 만안구 석수동 241-44 안양블루몬테 수영장,경기도 안양시 만안구 예술공원로 213 (석수동),13911,호수,카라반,반려동물,3,193648.2846,435380.9158,,,
캠앤캠아지트,경상남도 밀양시 단장면 구천리 1381-29,경상남도 밀양시 단장면 구천1길 9-16,50418,강,글램핑,연인,17,374300.3102,228351.271,,,
엄둔밸리 캠핑장,강원도 영월군 무릉도원면 도원리 704,강원도 영월군 무릉도원면 엄둔길 145,26201,호수,카라반,반려동물,4,309403.5302,423817.0882,,,
제천J글램핑,충청북도 제천시 백운면 운학리 445-5,충청북도 제천시 백운면 운학길 326-9,27102,산,캠핑,가족,8,288531.7685,414372.0619,,,
은이골농원,경기도 용인시 처인구 양지면 남곡리 759,경기도 용인시 처인구 양지면 은이로 282,17161,바다,이지캠핑,키즈,3,224612.4118,411593.0447,,,
한반도 솔숲 쉼터,강원도 영월군 한반도면 광전리 599번지,강원도 영월군 한반도면 서강로 1159-93,26211,호수,카라반,반려동물,4,321265.3256,417377.3336,,,
연천 전곡리유적 구석기 체험숲,경기도 연천군 전곡읍 전곡리 183번지,경기도 연천군 전곡읍 평화로495번길 89,11027,바다,이지캠핑,키즈,3,205677.0109,501219.8936,,,
가평글램트리리조트,경기도 가평군 상면 상동리 산 36-12,경기도 가평군 상면 돌아우길 75,12443,호수,카라반,반려동물,3,228204.0411,476019.4229,,,
안목커피거리카라반캠핑,강원도 강릉시 견소동 133-1번지 안목커피거리카라반캠핑,강원도 강릉시 경강로 2643 (견소동),25556,산,캠핑,가족,4,371560.0513,476109.267,,,
자연카라반 캠핑장,경상북도 청도군 청도읍 구미리 60-1번지,경상북도 청도군 청도읍 구미길 101,38347,바다,이지캠핑,키즈,16,359461.3992,238392.2778,,,
부례관광지,경상북도 고령군 우곡면 예곡리 97 부례 관광지,"경상북도 고령군 우곡면 우곡강변길 672, 부례 관광지",40153,강,글램핑,연인,16,323081.2728,242293.4536,,,
캠핑 올라,강원도 영월군 주천면 용석리 1281-1번지,강원도 영월군 주천면 황산벌길 186,26207,바다,이지캠핑,키즈,4,313357.2073,413832.7526,,,
허브하우스 금오산오토캠핑장,경상북도 김천시 아포읍 대성리 679-3,경상북도 김천시 아포읍 대성지1길 165,39677,호수,카라반,반려동물,16,314741.311,290378.7537,,,
허브하우스 금오산힐링타운,경상북도 김천시 남면 오봉리 1-3,경상북도 김천시 남면 우장길 448,39664,산,캠핑,가족,16,314850.8183,289597.1289,,,
마노아 워터 캠핑장,경상남도 합천군 봉산면 압곡리 107-1번지,경상남도 합천군 봉산면 압곡3길 9,50210,강,글램핑,연인,17,295734.1757,238583.2065,,,
화양동야영장,충청북도 괴산군 청천면 후영리 496번지 화양동야영장,"충청북도 괴산군 청천면 화양로 733-38, 화양동야영장",28059,바다,이지캠핑,키즈,8,271974.1248,353818.8658,,,
힐링스토리펜션야영장,경상북도 영주시 풍기읍 욱금리 202-9번지,경상북도 영주시 풍기읍 삼가로 209,36018,호수,카라반,반려동물,16,335481.0724,379357.5755,,,
용설호수캠핑장,경기도 안성시 죽산면 용설리 940-8번지,경기도 안성시 죽산면 용설호수길 234,17523,강,글램핑,연인,3,239250.6272,394372.9043,,,
송계계곡 숙박단지,충청북도 제천시 한수면 복평리 111,충청북도 제천시 한수면 미륵송계로 1868,27226,산,캠핑,가족,8,296074.8055,378470.3658,,,
내리 캠핑장,경기도 평택시 팽성읍 내리 20-3,경기도 평택시 팽성읍 내리길 64-23,17973,바다,이지캠핑,키즈,3,202695.93,385866.7451,,,
다 그린,강원도 영월군 주천면 판운리 474-1,강원도 영월군 주천면 미다리길 58,26202,호수,카라반,반려동물,4,317573.7222,421897.7314,,,
초리풍경,경기도 파주시 법원읍 법원리 162-3,경기도 파주시 법원읍 초리골길 180,10826,산,캠핑,가족,3,190406.8259,483477.5608,,,
더파인캠핑,경기도 포천시 소흘읍 고모리 144-2,경기도 포천시 소흘읍 죽엽산로 515,11185,강,글램핑,연인,3,214527.463,476205.4627,,,
우니메이카 밀양점,경상남도 밀양시 단장면 태룡리 494,경상남도 밀양시 단장면 국전로 78-5,50417,바다,이지캠핑,키즈,17,370062.9717,224813.2829,,,
팔공 쉼터 야영장,경상북도 군위군 부계면 동산리 734-1,경상북도 군위군 부계면 원효길 57-1,39065,호수,카라반,반려동물,16,349454.1082,284262.947,,,
카라반파크 아마존,전라북도 완주군 구이면 항가리 499-2,전라북도 완주군 구이면 신전길 75-96,55362,산,캠핑,가족,9,209807.5309,246669.4805,,,
호미곶 고래마을 카라반 펜션,경상북도 포항시 남구 호미곶면 강사리 228-6,경상북도 포항시 남구 호미곶면 고래마을길 8,37929,강,글램핑,연인,16,432254.5224,284397.8511,,,
산마루카라반,경기도 포천시 이동면 연곡리 603,경기도 포천시 이동면 화동로1724번길 124-14,11113,바다,이지캠핑,키즈,3,232831.6881,499219.0205,,,
밀양 도깨비방망이 캠핑장,경상남도 밀양시 단장면 안법리 516-1 안법회관,"경상남도 밀양시 단장면 단장로 1051, 안법회관",50416,산,캠핑,가족,17,367898.9481,222153.3027,,,
쿠 야영장,경상남도 창원시 마산합포구 구산면 구복리 240,경상남도 창원시 마산합포구 구산면 해양관광로 1767,51783,바다,이지캠핑,키즈,17,342852.451,176256.6279,,,
용소유원지 야영장,경상남도 사천시 사남면 계양리 290,경상남도 사천시 사남면 계양길 132,52536,호수,카라반,반려동물,17,303310.5524,165750.7746,,,
위더스글램핑,경상남도 창녕군 남지읍 반포리 627-1,경상남도 창녕군 남지읍 박진로 627,50353,강,글램핑,연인,17,327491.8463,214918.7798,,,
위더스글램핑,경상남도 창녕군 남지읍 반포리 627-1,경상남도 창녕군 남지읍 박진로 627,50353,바다,이지캠핑,키즈,17,327491.8463,214918.7798,,,
라온힐야영장,경기도 가평군 상면 행현리 492,경기도 가평군 상면 수목원로 224,12448,산,캠핑,가족,3,231765.2689,472978.5755,,,
남한산성 캠핑장,경기도 광주시 남한산성면 오전리 24,경기도 광주시 남한산성면 남한산성로 144,12703,강,글램핑,연인,3,220716.3893,439235.0421,,,
공둘 캠핑장(02),충청남도 서천군 서면 주항리 211-1,충청남도 서천군 서면 주원로 59,33601,바다,이지캠핑,키즈,7,161732.7716,295499.3581,,,
펫앤트리,충청남도 서산시 팔봉면 호리 301-2,충청남도 서산시 팔봉면 호리중말길 13,31921,호수,카라반,반려동물,7,140032.2955,371252.4022,,,
해밀터,충청북도 괴산군 청천면 이평리 264-23,충청북도 괴산군 청천면 이평4길 23-14,28065,산,캠핑,가족,8,277608.0142,351675.1661,,,
